"regulated gene","regulator gene","regulator effect"
919,232,4.72176403982722
920,408,2.3839108799089
920,232,4.41452322121499
921,408,2.74008004375991
921,232,2.39564749592558
922,686,1.28219916380986
923,1006,1.13630836591814
923,686,2.88038850495225
923,805,4.0019948273107
924,1006,3.88579381823491
924,686,1.7883533550515
924,805,3.40241732173318
925,1006,1.28885776994709
925,686,4.79988617730283
925,805,1.01438303927723
926,1006,3.20060961626823
926,686,4.16843661070372
926,805,2.40972509772265
927,1006,3.99628649217733
927,686,3.61162883474261
927,805,2.63609255377666
928,232,4.78817286441205
929,686,3.72822358300383
929,805,4.51499850539229
930,686,3.22371311590048
930,805,4.66556930246628
931,686,1.38416146513131
931,805,3.87515047618171
932,686,1.09058058654019
932,805,1.96058322485379
933,805,1.65818406127021
933,1006,1.71081540174257
934,805,4.55911824318642
934,1006,1.91455848167053
935,805,1.10499682419396
935,1006,1.61228991595541
936,805,3.63710875311671
936,1006,4.33179955816828
937,805,4.23386958432984
937,1006,1.86812621849924
938,805,3.09547602833514
938,1006,3.6367417175584
939,1006,4.28432575440462
940,686,3.95578016158481
941,686,4.19831757192292
942,1006,1.30680598802916
943,1006,2.39824337827502
944,1006,3.53350950536356
945,1006,1.29460843535787
946,686,1.31153420077847
946,805,1.94130089935738
947,686,2.06546383164557
947,805,3.45974804189478
948,686,2.55990007346026
948,805,4.19619377736567
949,686,4.21021180144561
949,805,1.71206480607828
950,686,4.66534330353045
950,805,1.98170886807865
951,686,4.289779704146
951,805,2.53899527667854
952,686,3.91520524809068
952,805,4.02200171823601
953,232,3.64034260929964
954,1006,2.12769552422316
955,1006,1.69138028610561
956,1006,4.20158420445993
957,232,1.53501317232949
958,232,2.09666563204116
959,232,2.17512630220496
960,232,4.74195452685053
961,2,3.57889406774208
962,2,3.75698904902791
963,2,4.94993281040503
964,2,4.49672056850379
965,1006,2.8922665942284
966,232,4.15121930881525
967,2,3.25922132914919
968,2,4.1913755228362
969,2,1.53706464776733
970,1006,3.19221111968232
971,232,3.1346591064203
972,686,3.45545881939092
973,686,2.31681150236815
973,232,2.17086372425059
974,686,2.30720612148918
974,232,4.9329841130176
975,2,4.16014959523553
976,232,3.21135582674291
977,232,2.31553841997215
978,686,3.64933225105957
979,1006,4.54078660984143
980,1006,4.83074523706246
981,1006,3.97067733509099
982,1006,3.23754338864985
983,1006,3.23121800050488
984,1006,1.56258115462635
985,2,2.95738394180014
986,1006,3.65608941646216
987,1006,3.16298575801268
988,1006,1.92183398274937
989,408,2.44268123689957
990,232,1.45208327877709
991,1006,1.18705283312796
992,1006,2.18266193548518
993,805,1.83005994230222
993,1006,4.84860842648783
994,232,3.72180921502893
995,232,4.30189796776408
996,232,4.38613814547489
997,686,2.57666518306555
997,805,1.61452310424676
998,686,3.22112936843761
998,805,3.81401986024836
999,2,4.5247434649694
1000,408,3.06547098623678
1001,1006,4.20935053411826
1002,1006,1.43644968101091
1003,1006,2.22486108098908
1004,805,1.25263164985843
1004,1006,1.37565447187946
1005,805,4.61624385787759
1005,1006,4.42097909661703
1007,805,4.51578592800211
1007,1006,1.4507225466404
1008,805,1.6723577128551
1008,1006,2.92655774821218
1009,805,4.4183356382094
1009,1006,1.89033097040669
1010,805,2.35077414597454
1010,1006,1.30315792258568
1011,805,4.60315508684244
1011,1006,4.61903297110237
1012,1006,1.51946433980389
1013,1006,1.01516938949893
1014,686,2.67609536338366
1015,686,1.44333109262752
1016,408,3.43302999181512
1016,805,2.55284613474889
1017,805,1.93146631129316
1018,686,3.43635360872633
1019,1006,1.72290886277421
1019,686,1.06961395584756
1020,1006,4.377650530091
1021,1006,4.39987221444864
1021,686,2.51053383936267
1022,1006,2.09950919902033
1023,1006,4.24283541378476
1024,1006,3.79921532800284
1025,232,3.06103614969
1026,232,1.19116024140102
1027,232,3.30560239624971
1028,232,4.94633451713221
1029,1006,3.5147926493366
1030,1006,3.36168104542879
1031,1006,2.73870005225104
1032,1006,4.5166289219761
1033,1006,4.40298033398216
1034,1006,1.27871684213618
1035,1006,3.34607285241413
1036,686,4.71525957868098
1037,686,3.29237519143993
1038,686,1.10438580602679
1039,1006,3.10228250642788
1040,1006,3.22841592712313
1041,232,2.73745887596317
1041,408,4.17203130136871
1042,232,2.51137158695005
1042,408,4.10720505477526
1043,232,3.41817809427056
1043,408,3.62246627012705
1044,686,4.07488860791452
1044,232,2.68489443790656
1045,686,4.61578281177018
1046,1006,3.7948916912112
1047,2,1.04499091720328
1048,2,1.91275478712096
1049,2,4.85157382378358
1050,686,3.36237566473167
1051,686,2.5926216136365
1052,2,2.61778725455143
1053,2,2.59279184876263
1054,2,4.49718760695846
1055,2,4.55598786500325
1056,686,3.85126272726822
1057,1006,4.81703470409317
1058,408,4.44700259528351
1058,686,3.60220087589789
1059,1006,4.01149257349392
1060,686,4.80608392961185
1061,232,3.62252821763216
1062,232,2.07255084176337
1063,232,2.98985994337246
1064,1006,3.09872233253114
1065,686,1.38933441796994
1066,1006,3.41117166153151
1067,686,3.80514657010199
1068,2,3.710218811067
1069,2,4.81655838215041
1071,1006,1.24782596109575
1072,686,4.35238990468616
1072,805,4.8141286896441
1073,686,1.94814821220419
1073,805,1.11762378018932
1074,686,1.18131844400395
1074,805,4.41582919290558
1075,686,2.71358749514122
1075,805,1.15815388012339
1076,686,1.24021065757347
1076,805,2.17807229744017
1077,686,4.37422540026961
1077,805,3.48534416709531
1078,1006,2.53371274005793
1079,1006,3.40282215443479
1080,2,4.04054498058988
1081,2,3.42001622969944
1082,805,1.8319795501244
1082,1006,2.3494340016379
1083,1006,4.83250826103641
1084,686,3.27964853567604
1085,2,1.3797646469141
1086,232,1.04100070391925
1087,686,2.62918740917743
1087,805,3.93351792849388
1088,2,2.57281857308154
1089,1006,2.70491357865537
1090,686,4.03024582841367
1091,686,3.96201822489407
1091,1006,4.8899191278678
1092,2,2.79213196928995
1093,2,3.18170844520739
1094,2,1.06701579559526
1095,805,4.8896513894585
1096,408,1.94065152328948
1097,2,3.37554549190654
1098,2,1.43198845205412
1099,2,1.93488014432572
1100,2,2.02862863206921
1101,2,2.2425303550437
1102,686,1.03851446657219
1102,1006,4.69891346292626
1103,805,4.42985021250318
1104,805,3.84755994647508
1105,805,2.91173761111757
1106,805,4.44729566113542
1107,805,4.65458852772076
1108,805,4.43874551011583
1109,1006,1.98342162004656
1110,805,3.85537911435025
1110,1006,1.50208560891123
1111,805,3.3671463450677
1111,1006,4.10481275257416
1112,805,4.16798543780649
1112,1006,4.30567289254291
1113,805,1.08811458028691
1113,1006,1.19475139384582
1114,805,1.08963209394187
1115,1006,4.73248557252516
1116,232,4.92529269275794
1117,1006,1.88569463344965
1118,232,3.22017145263072
1119,232,1.11080974657647
1120,1006,4.75670929098511
1121,1006,3.96801454141642
1122,2,2.33083242087362
1123,686,1.96530508149859
1124,686,2.08741283749851
1125,686,3.30541283239197
1126,686,3.90951001334679
1127,686,3.12388142111126
1128,805,1.94583654817508
1128,1006,2.04002227493242
1129,232,1.88149320266379
1130,1006,3.57383587507939
1131,686,1.04416154500779
1132,2,1.70183177458766
1133,686,4.74754173989446
1134,686,4.12572877438154
1134,805,4.31369238217727
1134,1006,4.63208248918123
1135,1006,1.76615050255987
1136,1006,3.00991076704139
1137,1006,3.37988646044272
1138,1006,2.58752618358086
1139,2,1.06891145428901
